Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
499,180,Ainceer,Crown_23,851,1144,White,851,Black,False,21.0,63.44,86.81,73.43,30.08,5,7,0,0,1,2,6,2,78.53,96.71,69.26,69.61,8,7,1,0,0,2,3,1,63.44,86.81,73.43,30.08,5,7,0,0,1,2,6,2
500,180,Crown_23,Ainceer,1144,851,Black,851,White,False,45.5,56.11,77.31,41.45,48.15,16,3,2,3,1,4,17,1,57.9,79.71,65.27,28.71,14,6,2,2,3,1,17,2,57.9,79.71,65.27,28.71,14,6,2,2,3,1,17,2
501,180,Ainceer,Crown_23,851,1144,White,851,Black,False,4.0,83.14,99.1,97.28,37.07,1,2,0,0,0,1,0,2,28.58,56.16,1.95,0.04,0,1,0,0,0,0,3,2,83.14,99.1,97.28,37.07,1,2,0,0,0,1,0,2
502,180,Crown_23,Ainceer,1144,851,Black,851,White,False,23.5,81.69,95.52,79.01,70.53,8,6,1,4,3,0,2,2,67.47,73.65,63.72,64.69,5,4,3,3,3,0,5,1,67.47,73.65,63.72,64.69,5,4,3,3,3,0,2,1
503,180,Ainceer,Crown_23,851,1144,White,851,Black,False,23.5,60.04,73.43,43.65,63.05,10,1,1,1,2,0,9,1,66.24,51.16,71.86,77.07,12,1,0,0,2,1,7,0,60.04,73.43,43.65,63.05,10,1,1,1,2,0,9,1
504,180,Crown_23,Ainceer,1144,851,Black,851,Black,True,28.0,59.56,82.01,47.48,46.7,10,5,1,0,0,1,11,2,68.7,56.63,63.11,87.69,11,5,1,2,1,0,8,0,68.7,56.63,63.11,87.69,11,5,1,2,1,0,11,0
505,180,Ainceer,Crown_23,851,1144,White,851,Black,False,39.0,72.64,86.53,65.09,66.28,14,9,3,2,0,3,8,1,67.04,62.37,64.58,74.15,17,4,1,1,3,2,11,0,72.64,86.53,65.09,66.28,14,9,3,2,0,3,8,1
506,180,Crown_23,Ainceer,1144,851,Black,851,White,False,6.5,96.05,99.5,91.67,95.24,3,3,1,0,0,0,0,1,86.82,99.1,100.0,61.36,4,1,0,0,0,0,1,2,86.82,99.1,100.0,61.36,4,1,0,0,0,0,0,2
507,180,Ainceer,RodrigodeCastro,851,2016,White,851,Black,False,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
508,180,Ainceer,Crown_23,851,1144,White,851,Draw,False,5.5,79.5,99.63,88.88,50.0,2,2,1,0,0,0,1,2,76.96,91.87,50.52,100.0,2,1,1,0,0,0,1,1,79.5,99.63,88.88,50.0,2,2,1,0,0,0,1,2
509,180,Crown_23,Ainceer,1144,851,Black,851,Draw,False,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
510,180,Ainceer,Crown_23,851,1144,White,851,White,True,12.5,72.21,94.96,43.14,72.84,4,3,3,0,0,0,3,1,48.76,70.93,49.6,25.75,2,2,1,0,1,1,5,2,72.21,94.96,43.14,72.84,4,3,3,0,0,0,3,1
511,180,Crown_23,Ainceer,1144,851,Black,851,Draw,False,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
512,180,Ainceer,Crown_23,851,1144,White,851,Black,False,21.0,71.61,77.48,51.65,85.71,10,3,1,0,2,0,5,1,59.01,68.01,51.87,57.14,8,3,0,0,1,2,7,1,71.61,77.48,51.65,85.71,10,3,1,0,2,0,5,1
513,180,moebiusd,Ainceer,969,851,Black,851,White,False,0.5,98.21,98.21,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
514,180,Crown_23,Ainceer,1144,851,Black,851,White,False,15.5,82.6,96.81,74.19,73.96,8,1,5,0,0,0,2,2,60.12,85.53,23.58,71.24,6,2,0,0,1,1,5,1,60.12,85.53,23.58,71.24,6,2,0,0,1,1,2,1
515,180,Training4OTB,Ainceer,1368,851,Black,851,White,False,0.5,98.21,98.21,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
516,180,Ainceer,Crown_23,851,1144,White,851,White,True,40.5,70.11,64.78,82.24,62.78,14,9,0,2,4,5,7,2,69.64,71.61,71.22,65.94,12,12,2,1,2,1,10,2,70.11,64.78,82.24,62.78,14,9,0,2,4,5,7,2
517,180,abhinav49,Ainceer,866,843,Black,843,White,False,21.5,71.5,83.3,66.48,63.05,8,4,2,0,2,2,4,2,71.71,72.23,99.18,43.74,10,4,0,0,1,0,6,2,71.71,72.23,99.18,43.74,10,4,0,0,1,0,4,2
518,180,Superiors,Ainceer,982,854,Black,854,Black,True,21.0,64.28,94.93,35.33,62.58,5,5,1,2,0,3,5,1,78.47,99.85,57.76,77.79,12,1,2,0,2,1,3,1,78.47,99.85,57.76,77.79,12,1,2,0,2,1,5,1
519,180,Ainceer,Souravsinha173,864,932,White,864,White,True,52.5,68.69,65.66,79.8,60.12,17,14,1,2,2,3,14,2,59.09,74.12,49.25,53.01,12,11,3,2,4,2,18,1,68.69,65.66,79.8,60.12,17,14,1,2,2,3,14,2
520,180,Souravsinha173,Ainceer,938,858,Black,858,White,False,17.5,44.15,47.57,65.76,19.12,4,3,1,0,0,0,10,2,42.74,52.24,48.63,24.29,5,1,1,0,0,0,10,2,42.74,52.24,48.63,24.29,5,1,1,0,0,0,10,2
521,180,Ainceer,alext1888,867,876,White,867,White,True,48.5,65.91,65.8,67.21,64.74,16,5,5,2,5,5,11,2,57.87,53.57,52.32,67.73,11,10,3,1,3,3,17,1,65.91,65.8,67.21,64.74,16,5,5,2,5,5,11,2
522,180,Ainceer,Skyball17,877,829,White,877,White,True,24.5,41.14,51.22,37.2,33.73,3,4,1,0,2,2,13,2,36.56,33.7,23.75,52.23,3,2,0,0,5,2,12,1,41.14,51.22,37.2,33.73,3,4,1,0,2,2,13,2
523,180,ggonzalez784,Ainceer,837,884,Black,884,Black,True,42.0,70.21,65.31,72.45,72.85,9,10,5,0,7,4,7,0,72.91,66.35,72.08,80.31,12,11,5,2,2,2,8,0,72.91,66.35,72.08,80.31,12,11,5,2,2,2,7,0
524,180,Ainceer,LevitzkyFisher,892,859,White,892,White,True,9.5,85.71,92.52,62.37,99.97,3,4,1,1,0,0,1,1,67.98,98.66,50.51,54.78,2,3,0,0,2,0,2,1,85.71,92.52,62.37,99.97,3,4,1,1,0,0,1,1
525,180,Saidaadp,Ainceer,940,885,Black,885,White,False,42.5,78.0,76.92,78.9,78.26,16,10,5,2,0,4,6,0,66.28,79.11,45.94,73.78,13,9,0,3,4,4,9,1,66.28,79.11,45.94,73.78,13,9,0,3,4,4,6,1
526,180,Ainceer,prasrao,893,873,White,893,White,True,34.5,57.74,70.34,55.04,46.94,9,5,1,4,1,3,12,2,63.78,76.86,46.28,67.03,12,4,1,4,2,1,10,1,57.74,70.34,55.04,46.94,9,5,1,4,1,3,12,2
527,180,Traisler,Ainceer,906,885,Black,885,White,False,32.5,68.1,80.23,54.57,69.51,14,6,1,1,0,1,10,1,67.94,83.82,52.38,67.6,13,4,2,4,0,0,9,1,67.94,83.82,52.38,67.6,13,4,2,4,0,0,10,1
528,180,Ainceer,Amal0404,894,904,White,894,White,True,13.5,92.31,94.76,83.71,100.0,6,5,1,1,0,1,0,1,63.66,63.98,53.22,73.71,3,1,3,1,0,2,3,1,92.31,94.76,83.71,100.0,6,5,1,1,0,1,0,1
529,180,rick_grimes14,Ainceer,931,887,Black,887,White,False,43.5,78.62,80.72,78.37,76.64,16,15,1,1,1,5,5,2,80.51,74.4,83.94,83.62,18,12,3,0,2,1,7,0,80.51,74.4,83.94,83.62,18,12,3,0,2,1,5,0
530,180,Ainceer,Lundin56,895,883,White,895,White,True,32.5,65.46,80.61,57.31,58.45,7,11,0,1,2,4,8,1,60.69,70.86,60.01,50.24,7,6,2,1,5,1,10,2,65.46,80.61,57.31,58.45,7,11,0,1,2,4,8,1
531,180,ol1ver97,Ainceer,868,886,Black,886,White,False,28.5,77.41,89.21,69.06,73.58,10,7,3,1,2,1,5,1,67.2,74.08,82.46,44.29,7,6,3,2,2,1,7,2,67.2,74.08,82.46,44.29,7,6,3,2,2,1,5,2
532,180,R0gl,Ainceer,891,878,Black,878,White,False,67.5,72.51,63.21,78.18,76.32,31,14,2,0,2,3,16,0,72.74,65.13,77.55,75.88,22,20,3,1,2,5,14,0,72.74,65.13,77.55,75.88,22,20,3,1,2,5,16,0
533,180,Ainceer,hugom3069,887,905,White,887,White,True,28.5,75.45,90.11,52.1,85.09,10,8,3,1,0,1,6,1,56.12,56.69,47.74,63.88,6,5,2,1,2,1,11,1,75.45,90.11,52.1,85.09,10,8,3,1,0,1,6,1
534,180,Ainceer,rodmoreiras,896,922,White,896,White,True,18.5,60.02,73.13,57.67,47.07,4,4,3,0,1,0,7,2,55.89,70.4,49.46,47.8,3,5,1,0,1,1,7,2,60.02,73.13,57.67,47.07,4,4,3,0,1,0,7,2
Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
1,600,Ainceer,Eulleer,1371,1162,White,1371,White,True,23.5,84.23,87.6,98.37,66.73,7,10,2,0,2,1,2,2,68.97,80.45,75.57,48.33,3,8,1,2,3,1,5,2,84.23,87.6,98.37,66.73,7,10,2,0,2,1,2,2
2,600,ibrahim783,Ainceer,1261,1466,Black,1466,Black,True,33.0,54.34,42.79,40.45,79.79,9,7,1,0,0,2,14,1,69.49,76.47,59.04,72.97,13,3,3,4,2,0,8,1,69.49,76.47,59.04,72.97,13,3,3,4,2,0,14,1
3,600,Ainceer,adnankrasniqi,1362,1441,White,1362,Black,False,33.0,42.48,54.32,34.16,38.96,3,5,2,2,1,4,16,1,51.45,49.36,49.06,55.92,5,5,3,0,4,3,13,1,42.48,54.32,34.16,38.96,3,5,2,2,1,4,16,1
4,600,Tdbaldwin9,Ainceer,1293,1270,Black,1270,White,False,23.5,70.21,90.94,52.32,67.37,6,7,2,0,2,1,6,1,68.3,94.94,55.69,52.27,7,6,0,2,1,1,6,2,68.3,94.94,55.69,52.27,7,6,0,2,1,1,6,2
5,600,Ainceer,AlmightyPush420,1204,1266,White,1204,Black,False,23.0,55.7,94.82,40.04,28.9,5,6,0,2,0,1,9,2,60.68,60.8,56.91,64.86,6,4,1,2,1,1,8,1,55.7,94.82,40.04,28.9,5,6,0,2,0,1,9,2
6,600,Waseem96050,Ainceer,1166,1255,Black,1255,Black,True,52.0,54.03,38.59,65.44,58.95,15,7,1,1,5,2,21,0,54.72,47.2,55.61,61.81,17,7,1,2,2,2,21,0,54.72,47.2,55.61,61.81,17,7,1,2,2,2,21,0
7,600,salvationO4,Ainceer,1179,1196,Black,1196,White,False,24.5,68.57,85.2,67.9,50.53,6,8,1,2,1,0,7,2,75.24,98.76,79.7,47.28,7,10,0,0,1,1,5,2,75.24,98.76,79.7,47.28,7,10,0,0,1,1,7,2
8,600,kamburov7810,Ainceer,1024,1227,Black,1227,Black,True,37.0,57.45,58.0,70.65,43.64,12,3,3,1,4,1,13,2,77.09,76.82,85.92,68.55,16,8,2,1,2,2,6,2,77.09,76.82,85.92,68.55,16,8,2,1,2,2,13,2
9,600,Ainceer,nickdovgi,1192,1275,White,1192,Black,False,23.0,74.82,82.29,80.48,59.81,9,5,1,2,1,0,5,2,74.63,94.95,60.39,67.69,6,8,2,1,0,2,4,1,74.82,82.29,80.48,59.81,9,5,1,2,1,0,5,2
10,600,Thatguypete,Ainceer,1177,1153,Black,1153,White,False,39.5,69.21,81.14,75.87,49.69,13,10,0,2,4,2,9,2,57.15,72.79,52.61,46.04,9,9,2,2,1,1,15,2,57.15,72.79,52.61,46.04,9,9,2,2,1,1,9,2
11,600,Ainceer,zirconita,1186,1147,White,1186,White,True,20.5,85.57,99.74,77.72,79.25,14,1,1,1,1,1,2,1,46.57,56.27,40.95,41.82,4,0,2,2,2,1,9,1,85.57,99.74,77.72,79.25,14,1,1,1,1,1,2,1
12,600,Ainceer,rohitkhandelwaldev,1160,1240,White,1160,Black,False,14.0,72.53,94.21,91.8,21.34,3,4,2,2,0,0,3,2,85.38,98.01,78.29,78.45,6,5,0,0,1,1,1,1,72.53,94.21,91.8,21.34,3,4,2,2,0,0,3,2
13,600,Burj127,Ainceer,1109,1185,Black,1185,Black,True,22.0,57.53,91.81,53.93,21.94,9,2,0,1,1,1,8,2,64.78,68.4,59.18,66.25,10,3,0,0,1,1,7,1,64.78,68.4,59.18,66.25,10,3,0,0,1,1,8,1
14,600,Ainceer,NebojsaKovacevic12,1155,1138,White,1155,Black,False,34.0,68.68,73.37,53.9,78.35,10,6,5,1,3,1,8,1,60.79,64.09,70.97,47.0,10,6,2,0,4,0,12,2,68.68,73.37,53.9,78.35,10,6,5,1,3,1,8,1
Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
1,600,Ainceer,Eulleer,1371,1162,White,1371,White,True,23.5,94.8,96.12,90.26,98.01,9,10,3,1,1,0,0,1,74.21,91.71,66.26,63.29,5,9,2,0,3,0,4,2,94.8,96.12,90.26,98.01,9,10,3,1,1,0,0,1
2,600,ibrahim783,Ainceer,1261,1466,Black,1466,Black,True,33.0,49.29,55.26,30.37,62.25,8,3,3,0,3,2,14,1,62.35,83.73,48.76,54.56,14,4,2,0,0,2,11,1,62.35,83.73,48.76,54.56,14,4,2,0,0,2,14,1
3,600,Ainceer,adnankrasniqi,1362,1441,White,1362,Black,False,33.0,65.76,71.5,70.49,55.29,9,6,4,1,2,2,9,2,66.9,69.26,69.14,62.31,9,7,1,1,5,3,7,2,65.76,71.5,70.49,55.29,9,6,4,1,2,2,9,2
4,600,Tdbaldwin9,Ainceer,1293,1270,Black,1270,White,False,23.5,81.92,93.32,56.4,96.03,10,6,2,1,1,2,2,1,70.74,96.87,58.5,54.87,6,7,1,0,4,0,5,2,70.74,96.87,58.5,54.87,6,7,1,0,4,0,2,2
5,600,Ainceer,AlmightyPush420,1204,1266,White,1204,Black,False,23.0,57.34,97.68,14.69,59.99,4,6,2,1,0,1,9,1,53.02,87.72,11.32,61.01,8,1,0,1,3,1,9,1,57.34,97.68,14.69,59.99,4,6,2,1,0,1,9,1
6,600,Waseem96050,Ainceer,1166,1255,Black,1255,Black,True,52.0,54.11,44.7,39.96,78.24,17,6,2,2,1,2,22,1,62.94,55.59,63.03,70.62,19,9,1,2,0,4,17,0,62.94,55.59,63.03,70.62,19,9,1,2,0,4,22,0
7,600,salvationO4,Ainceer,1179,1196,Black,1196,White,False,24.5,73.64,87.42,61.56,70.22,6,8,0,2,3,3,3,1,69.05,90.4,69.57,47.18,8,3,3,1,4,0,5,2,69.05,90.4,69.57,47.18,8,3,3,1,4,0,3,2
8,600,kamburov7810,Ainceer,1024,1227,Black,1227,Black,True,37.0,59.24,53.76,70.27,54.16,10,6,3,2,2,1,13,0,72.7,62.22,80.56,76.19,15,7,3,1,0,3,8,0,72.7,62.22,80.56,76.19,15,7,3,1,0,3,13,0
9,600,Ainceer,nickdovgi,1192,1275,White,1192,Black,False,23.0,80.67,88.23,86.0,65.94,10,6,1,0,3,0,3,2,74.23,95.28,65.5,60.14,7,8,1,1,1,0,5,2,80.67,88.23,86.0,65.94,10,6,1,0,3,0,3,2
10,600,Thatguypete,Ainceer,1177,1153,Black,1153,White,False,39.5,71.4,88.82,60.45,63.57,11,9,3,6,1,1,9,1,68.07,88.77,62.55,52.89,14,9,1,0,3,1,11,2,68.07,88.77,62.55,52.89,14,9,1,0,3,1,9,2
11,600,Ainceer,zirconita,1186,1147,White,1186,White,True,20.5,85.65,83.5,75.05,98.41,11,5,1,0,1,2,1,1,66.45,76.67,52.45,70.86,6,4,1,1,1,2,5,1,85.65,83.5,75.05,98.41,11,5,1,0,1,2,1,1
12,600,Ainceer,rohitkhandelwaldev,1160,1240,White,1160,Black,False,14.0,75.89,97.23,77.36,47.4,5,2,2,0,2,2,1,2,87.45,98.45,84.0,78.01,7,4,0,0,2,0,1,2,75.89,97.23,77.36,47.4,5,2,2,0,2,2,1,2
13,600,Burj127,Ainceer,1109,1185,Black,1185,Black,True,22.0,63.3,85.78,56.66,44.26,8,2,3,0,1,2,6,2,72.91,68.02,78.99,72.42,10,3,2,0,2,0,5,0,72.91,68.02,78.99,72.42,10,3,2,0,2,0,6,0
14,600,Ainceer,NebojsaKovacevic12,1155,1138,White,1155,Black,False,34.0,69.28,63.33,68.4,76.65,14,2,1,3,5,2,7,0,76.77,82.01,81.81,66.0,15,7,3,0,1,3,5,2,69.28,63.33,68.4,76.65,14,2,1,3,5,2,7,0
15,600,Ainceer,Guest7534853718,1155,800,White,1155,White,True,32.0,62.39,70.33,49.81,67.51,15,0,2,2,1,2,10,1,52.36,55.07,59.21,41.83,6,7,0,3,0,3,13,2,62.39,70.33,49.81,67.51,15,0,2,2,1,2,10,1
16,600,Guest7534853718,Ainceer,800,1155,Black,1155,Black,True,43.0,46.38,36.47,46.25,57.14,15,2,1,1,1,0,23,0,65.62,57.83,68.22,71.37,19,7,0,0,2,2,13,0,65.62,57.83,68.22,71.37,19,7,0,0,2,2,23,0
17,600,Ainceer,ChessOnQuarentine,1176,1101,White,1176,White,True,8.5,93.18,96.2,88.26,95.09,3,2,4,0,0,0,0,1,72.84,96.83,58.94,57.7,3,2,1,0,0,0,2,2,93.18,96.2,88.26,95.09,3,2,4,0,0,0,0,1
18,600,briangaldamez,Ainceer,1013,1193,Black,1193,Black,True,35.0,60.52,75.83,54.17,50.74,11,7,1,1,2,1,12,2,70.29,89.66,59.81,60.58,13,6,3,2,2,1,8,1,70.29,89.66,59.81,60.58,13,6,3,2,2,1,12,1
19,600,Ainceer,lenin166,1215,1185,White,1215,White,True,20.5,89.04,91.69,96.05,79.37,11,4,2,1,1,1,1,2,91.26,96.87,96.78,78.28,10,6,2,0,0,1,1,2,89.04,91.69,96.05,79.37,11,4,2,1,1,1,1,2
20,600,Checkmate1678,Ainceer,1153,1233,Black,1233,Black,True,13.0,87.7,98.01,98.64,63.89,7,4,0,0,1,0,1,2,83.66,99.29,72.68,75.12,6,3,1,0,1,1,1,1,83.66,99.29,72.68,75.12,6,3,1,0,1,1,1,1
21,600,sivertsen8,Ainceer,1217,1212,Black,1212,White,False,39.5,97.75,99.77,93.98,99.33,28,9,2,0,1,0,0,1,80.54,69.28,94.69,77.66,13,13,3,1,2,2,5,0,80.54,69.28,94.69,77.66,13,13,3,1,2,2,0,0
22,600,Ainceer,sivertsen8,1194,1225,White,1194,Black,False,30.0,89.59,97.35,91.98,79.45,14,9,4,0,0,1,2,2,96.15,97.96,99.47,91.02,19,10,0,0,0,0,1,2,89.59,97.35,91.98,79.45,14,9,4,0,0,1,2,2
23,600,Da_Monke_Say_What,Ainceer,1199,1212,Black,1212,Black,True,42.0,77.72,72.51,80.69,79.97,12,14,3,4,1,2,6,0,71.74,66.03,84.14,65.06,19,9,1,0,0,2,11,2,71.74,66.03,84.14,65.06,19,9,1,0,0,2,6,2
24,600,Guest8757995112,Ainceer,800,1212,Black,1212,Black,True,31.5,63.97,61.25,58.77,72.67,10,7,1,1,0,4,9,1,68.37,67.55,66.87,70.77,11,5,4,1,0,2,8,1,68.37,67.55,66.87,70.77,11,5,4,1,0,2,9,1
25,600,Ainceer,Guest8757995112,1212,800,White,1212,White,True,42.5,47.88,67.97,35.98,38.25,13,4,1,1,1,3,20,1,41.84,47.86,46.88,30.78,9,4,1,2,3,1,22,2,47.88,67.97,35.98,38.25,13,4,1,1,1,3,20,1
26,600,pradeep7492,Ainceer,1224,1230,Black,1230,Black,True,14.0,81.64,97.06,91.53,50.0,6,3,2,1,0,0,2,2,79.72,95.36,97.77,37.61,6,4,0,1,0,1,2,2,79.72,95.36,97.77,37.61,6,4,0,1,0,1,2,2
27,600,Ainceer,Pmargiolas,1213,1211,White,1213,Black,False,19.0,80.11,86.47,66.59,86.2,6,7,1,1,0,2,2,1,73.92,63.43,86.37,73.7,5,4,2,2,1,3,2,0,80.11,86.47,66.59,86.2,6,7,1,1,0,2,2,1
28,600,Ainceer,SteBer90,1229,1226,White,1229,White,True,28.5,79.9,97.18,90.09,49.36,10,9,2,2,1,1,4,2,78.51,96.67,87.83,49.02,10,8,3,0,1,1,5,2,79.9,97.18,90.09,49.36,10,9,2,2,1,1,4,2
29,600,Ainceer,RoseGold3000,1216,1279,White,1216,Black,False,30.0,62.17,73.43,65.59,47.49,7,3,3,3,4,1,9,2,71.04,64.6,66.75,81.78,10,2,4,1,7,2,4,0,62.17,73.43,65.59,47.49,7,3,3,3,4,1,9,2
30,600,Luckyvitez1979,Ainceer,1202,1201,Black,1201,White,False,44.0,83.42,80.01,83.67,86.78,15,9,6,5,3,5,1,0,71.47,82.51,52.62,79.85,7,14,3,4,4,4,8,1,71.47,82.51,52.62,79.85,7,14,3,4,4,4,1,1
31,600,Ainceer,riteshom,1189,1245,White,1189,Black,False,19.0,74.78,96.25,79.57,44.93,4,7,0,2,1,3,2,2,88.68,95.94,69.08,99.82,10,3,2,1,2,0,1,1,74.78,96.25,79.57,44.93,4,7,0,2,1,3,2,2
32,600,Lemonchips,Ainceer,1214,1177,Black,1177,White,False,20.5,63.51,71.82,56.47,62.22,3,4,2,1,4,3,4,1,66.62,67.91,64.47,67.64,6,4,2,0,2,1,5,1,66.62,67.91,64.47,67.64,6,4,2,0,2,1,4,1
33,600,manne1,Ainceer,1175,1190,Black,1190,Black,True,28.0,61.07,85.03,67.0,28.51,8,3,2,2,1,5,7,2,78.17,86.57,79.52,67.5,14,4,1,1,2,3,3,2,78.17,86.57,79.52,67.5,14,4,1,1,2,3,7,2
34,600,alexander220204,Ainceer,1187,1203,Black,1203,Black,True,30.0,60.03,66.26,41.06,72.78,6,5,2,2,4,2,9,1,71.08,52.1,87.67,73.48,9,10,1,0,2,1,7,0,71.08,52.1,87.67,73.48,9,10,1,0,2,1,9,0
35,600,captaintelb,Ainceer,1244,1192,Black,1192,White,False,23.5,81.31,92.01,77.58,74.36,9,7,2,0,2,0,4,2,76.23,90.99,55.36,83.23,5,10,2,0,1,1,4,1,76.23,90.99,55.36,83.23,5,10,2,0,1,1,4,1
36,600,Ainceer,chopsticks10,1181,1212,White,1181,Black,False,25.0,66.35,93.62,64.11,37.9,8,7,1,0,1,0,8,2,71.26,97.45,50.67,62.38,12,4,1,0,0,2,6,1,66.35,93.62,64.11,37.9,8,7,1,0,1,0,8,2
37,180,Ainceer,LanguageNerd,1018,1195,White,1018,Black,False,24.5,65.49,96.24,68.47,27.92,6,7,3,0,1,1,7,2,66.32,90.3,39.69,68.99,8,4,0,1,3,3,5,1,65.49,96.24,68.47,27.92,6,7,3,0,1,1,7,2
38,180,Ainceer,osocratico,1161,1083,White,1161,White,True,14.5,80.64,98.48,92.19,51.24,8,3,0,0,2,0,2,2,51.72,72.97,51.31,25.68,2,2,2,1,1,1,5,2,80.64,98.48,92.19,51.24,8,3,0,0,2,0,2,2
39,180,Ainceer,D4one,1060,1122,White,1060,Black,False,6.0,84.24,99.39,99.97,53.37,2,3,0,0,0,0,1,2,97.2,100.0,92.95,98.64,3,3,0,0,0,0,0,1,84.24,99.39,99.97,53.37,2,3,0,0,0,0,1,2
40,180,sjacob89,Ainceer,1155,1006,Black,1006,White,False,30.5,76.57,94.77,66.8,66.33,14,7,1,2,1,0,6,2,80.84,96.92,75.74,69.88,16,6,2,0,1,0,5,2,80.84,96.92,75.74,69.88,16,6,2,0,1,0,6,2
41,600,nialsigh,Ainceer,1236,1171,Black,1171,White,False,55.5,72.92,87.67,69.23,61.27,24,11,2,2,3,2,12,2,72.02,89.59,61.0,64.49,26,9,3,0,3,1,13,1,72.02,89.59,61.0,64.49,26,9,3,0,3,1,12,1
42,600,Ainceer,tejas3010,1160,1173,White,1160,Black,False,12.0,74.66,97.05,52.02,74.92,4,4,1,0,0,0,3,1,97.49,94.97,97.51,100.0,7,5,0,0,0,0,0,0,74.66,97.05,52.02,74.92,4,4,1,0,0,0,3,1
43,600,mahdihoseinii,Ainceer,1175,1150,Black,1150,White,False,13.5,65.2,88.15,53.12,51.63,4,3,1,1,1,0,4,2,69.07,99.4,73.63,26.59,7,2,0,0,0,0,4,2,69.07,99.4,73.63,26.59,7,2,0,0,0,0,4,2
44,600,SamusAndrei,Ainceer,1144,1139,Black,1139,White,False,17.5,55.91,82.95,56.16,28.61,2,4,2,1,1,2,6,2,65.45,89.02,76.21,24.27,8,1,1,0,1,1,5,2,65.45,89.02,76.21,24.27,8,1,1,0,1,1,6,2
45,600,endamccabe,Ainceer,1112,1128,Black,1128,White,False,24.0,74.55,92.79,58.71,72.16,6,8,2,3,0,0,5,1,67.22,89.88,47.39,64.37,7,6,2,0,1,1,7,1,67.22,89.88,47.39,64.37,7,6,2,0,1,1,5,1
46,600,Ainceer,brownRoyalty,1138,1129,White,1138,White,True,26.5,85.81,92.25,82.49,82.69,13,6,2,1,3,0,2,1,86.23,92.49,81.99,83.96,11,6,5,1,0,1,2,1,85.81,92.25,82.49,82.69,13,6,2,1,3,0,2,1
47,600,Ainceer,lukaszek666,1147,1120,White,1147,White,True,71.5,70.4,70.54,74.03,66.62,32,14,3,0,3,0,20,2,69.94,77.95,72.09,59.32,24,18,4,1,4,2,18,2,70.4,70.54,74.03,66.62,32,14,3,0,3,0,20,2
48,600,kepje,Ainceer,1194,1139,Black,1139,White,False,27.0,79.38,96.33,49.26,92.55,13,4,2,3,1,0,4,1,62.13,86.97,29.38,70.03,10,4,0,0,3,2,8,1,62.13,86.97,29.38,70.03,10,4,0,0,3,2,4,1
49,600,Ainceer,djthap,1149,1154,White,1149,White,True,21.5,88.02,85.71,85.11,93.58,9,4,6,0,1,1,1,1,77.08,91.41,81.8,58.03,8,4,2,1,2,2,2,2,88.02,85.71,85.11,93.58,9,4,6,0,1,1,1,1
50,600,Ainceer,xvovikx,1140,1137,White,1140,Black,False,12.0,67.27,99.79,74.98,27.05,3,5,0,0,0,0,4,2,65.8,78.03,68.59,50.79,3,2,1,1,1,1,3,2,67.27,99.79,74.98,27.05,3,5,0,0,0,0,4,2
